Number of substitution;Size of text;Size of alphabet;Size of pattern;Type of algorithm;Time(ns)
3;100000;2;2700;Алгоритм КМП с применением стандартных граней;2692287
3;100000;2;2700;Алгоритм КМП с применением уточненных граней;2610708
3;100000;2;2700;Поиск с применением автомата КМП;1522601
3;100000;2;2800;Наивный алгоритм;2677145
3;100000;2;2800;Алгоритм КМП с применением стандартных граней;2956872
3;100000;2;2800;Алгоритм КМП с применением уточненных граней;2735797
3;100000;2;2800;Поиск с применением автомата КМП;1546111
3;100000;2;2900;Наивный алгоритм;2478312
3;100000;2;2900;Алгоритм КМП с применением стандартных граней;2649911
3;100000;2;2900;Алгоритм КМП с применением уточненных граней;2696303
3;100000;2;2900;Поиск с применением автомата КМП;1503854
3;100000;2;3000;Наивный алгоритм;2587003
3;100000;2;3000;Алгоритм КМП с применением стандартных граней;2614927
3;100000;2;3000;Алгоритм КМП с применением уточненных граней;2776855
3;100000;2;3000;Поиск с применением автомата КМП;1521510
3;100000;4;100;Наивный алгоритм;1632707
3;100000;4;100;Алгоритм КМП с применением стандартных граней;2567879
3;100000;4;100;Алгоритм КМП с применением уточненных граней;2580094
3;100000;4;100;Поиск с применением автомата КМП;1403247
3;100000;4;200;Наивный алгоритм;1690165
3;100000;4;200;Алгоритм КМП с применением стандартных граней;2723337
3;100000;4;200;Алгоритм КМП с применением уточненных граней;2650152
3;100000;4;200;Поиск с применением автомата КМП;1438363
3;100000;4;300;Наивный алгоритм;1701030
3;100000;4;300;Алгоритм КМП с применением стандартных граней;2819177
3;100000;4;300;Алгоритм КМП с применением уточненных граней;2558594
3;100000;4;300;Поиск с применением автомата КМП;1388320
3;100000;4;400;Наивный алгоритм;1618611
3;100000;4;400;Алгоритм КМП с применением стандартных граней;2575696
3;100000;4;400;Алгоритм КМП с применением уточненных граней;2458830
3;100000;4;400;Поиск с применением автомата КМП;1396370
3;100000;4;500;Наивный алгоритм;1715945
3;100000;4;500;Алгоритм КМП с применением стандартных граней;2796802
3;100000;4;500;Алгоритм КМП с применением уточненных граней;2869384
3;100000;4;500;Поиск с применением автомата КМП;1445340
3;100000;4;600;Наивный алгоритм;1600900
3;100000;4;600;Алгоритм КМП с применением стандартных граней;2598416
3;100000;4;600;Алгоритм КМП с применением уточненных граней;2673134
3;100000;4;600;Поиск с применением автомата КМП;1441149
3;100000;4;700;Наивный алгоритм;1668102
3;100000;4;700;Алгоритм КМП с применением стандартных граней;2533629
3;100000;4;700;Алгоритм КМП с применением уточненных граней;2628616
3;100000;4;700;Поиск с применением автомата КМП;1341193
3;100000;4;800;Наивный алгоритм;1696455
3;100000;4;800;Алгоритм КМП с применением стандартных граней;2535722
3;100000;4;800;Алгоритм КМП с применением уточненных граней;2635943
3;100000;4;800;Поиск с применением автомата КМП;1472193
3;100000;4;900;Наивный алгоритм;1555009
3;100000;4;900;Алгоритм КМП с применением стандартных граней;2552416
3;100000;4;900;Алгоритм КМП с применением уточненных граней;2602174
3;100000;4;900;Поиск с применением автомата КМП;1413687
3;100000;4;1000;Наивный алгоритм;1654905
3;100000;4;1000;Алгоритм КМП с применением стандартных граней;2818877
3;100000;4;1000;Алгоритм КМП с применением уточненных граней;2592711
3;100000;4;1000;Поиск с применением автомата КМП;1548925
3;100000;4;1100;Наивный алгоритм;1749186
3;100000;4;1100;Алгоритм КМП с применением стандартных граней;2709417
3;100000;4;1100;Алгоритм КМП с применением уточненных граней;2700700
3;100000;4;1100;Поиск с применением автомата КМП;1550184
3;100000;4;1200;Наивный алгоритм;1720950
3;100000;4;1200;Алгоритм КМП с применением стандартных граней;2576684
3;100000;4;1200;Алгоритм КМП с применением уточненных граней;2709879
3;100000;4;1200;Поиск с применением автомата КМП;1479002
3;100000;4;1300;Наивный алгоритм;1760542
3;100000;4;1300;Алгоритм КМП с применением стандартных граней;2717036
3;100000;4;1300;Алгоритм КМП с применением уточненных граней;2749300
3;100000;4;1300;Поиск с применением автомата КМП;1446103
3;100000;4;1400;Наивный алгоритм;1671659
3;100000;4;1400;Алгоритм КМП с применением стандартных граней;2683165
3;100000;4;1400;Алгоритм КМП с применением уточненных граней;2671991
3;100000;4;1400;Поиск с применением автомата КМП;1501680
3;100000;4;1500;Наивный алгоритм;1774793
3;100000;4;1500;Алгоритм КМП с применением стандартных граней;2524957
3;100000;4;1500;Алгоритм КМП с применением уточненных граней;2551052
3;100000;4;1500;Поиск с применением автомата КМП;1514893
3;100000;4;1600;Наивный алгоритм;1455490
3;100000;4;1600;Алгоритм КМП с применением стандартных граней;2392151
3;100000;4;1600;Алгоритм КМП с применением уточненных граней;2435501
3;100000;4;1600;Поиск с применением автомата КМП;1563434
3;100000;4;1700;Наивный алгоритм;1558630
3;100000;4;1700;Алгоритм КМП с применением стандартных граней;2330448
3;100000;4;1700;Алгоритм КМП с применением уточненных граней;2400267
3;100000;4;1700;Поиск с применением автомата КМП;1494192
3;100000;4;1800;Наивный алгоритм;1431496
3;100000;4;1800;Алгоритм КМП с применением стандартных граней;2264790
3;100000;4;1800;Алгоритм КМП с применением уточненных граней;2218621
3;100000;4;1800;Поиск с применением автомата КМП;1500667
3;100000;4;1900;Наивный алгоритм;1678025
3;100000;4;1900;Алгоритм КМП с применением стандартных граней;2615481
3;100000;4;1900;Алгоритм КМП с применением уточненных граней;2578997
3;100000;4;1900;Поиск с применением автомата КМП;1484585
3;100000;4;2000;Наивный алгоритм;1664309
3;100000;4;2000;Алгоритм КМП с применением стандартных граней;2550011
3;100000;4;2000;Алгоритм КМП с применением уточненных граней;2738382
3;100000;4;2000;Поиск с применением автомата КМП;1470696
3;100000;4;2100;Наивный алгоритм;1779060
3;100000;4;2100;Алгоритм КМП с применением стандартных граней;2749235
3;100000;4;2100;Алгоритм КМП с применением уточненных граней;2676768
3;100000;4;2100;Поиск с применением автомата КМП;1554846
3;100000;4;2200;Наивный алгоритм;1551584
3;100000;4;2200;Алгоритм КМП с применением стандартных граней;2426280
3;100000;4;2200;Алгоритм КМП с применением уточненных граней;2520287
3;100000;4;2200;Поиск с применением автомата КМП;1450994
3;100000;4;2300;Наивный алгоритм;1779724
3;100000;4;2300;Алгоритм КМП с применением стандартных граней;2587340
3;100000;4;2300;Алгоритм КМП с применением уточненных граней;2702392
3;100000;4;2300;Поиск с применением автомата КМП;1658837
3;100000;4;2400;Наивный алгоритм;1656924
3;100000;4;2400;Алгоритм КМП с применением стандартных граней;2650209
3;100000;4;2400;Алгоритм КМП с применением уточненных граней;2516608
3;100000;4;2400;Поиск с применением автомата КМП;1554136
3;100000;4;2500;Наивный алгоритм;1718809
3;100000;4;2500;Алгоритм КМП с применением стандартных граней;2820978
3;100000;4;2500;Алгоритм КМП с применением уточненных граней;2614170
3;100000;4;2500;Поиск с применением автомата КМП;1557605
3;100000;4;2600;Наивный алгоритм;1694176
3;100000;4;2600;Алгоритм КМП с применением стандартных граней;2556017
3;100000;4;2600;Алгоритм КМП с применением уточненных граней;2663734
3;100000;4;2600;Поиск с применением автомата КМП;1482102
3;100000;4;2700;Наивный алгоритм;1747236
3;100000;4;2700;Алгоритм КМП с применением стандартных граней;2734501
3;100000;4;2700;Алгоритм КМП с применением уточненных граней;2758133
3;100000;4;2700;Поиск с применением автомата КМП;1502934
3;100000;4;2800;Наивный алгоритм;1813212
3;100000;4;2800;Алгоритм КМП с применением стандартных граней;2744677
3;100000;4;2800;Алгоритм КМП с применением уточненных граней;2825580
3;100000;4;2800;Поиск с применением автомата КМП;1455045
3;100000;4;2900;Наивный алгоритм;1562331
3;100000;4;2900;Алгоритм КМП с применением стандартных граней;2377355
3;100000;4;2900;Алгоритм КМП с применением уточненных граней;2335883
3;100000;4;2900;Поиск с применением автомата КМП;1501801
3;100000;4;3000;Наивный алгоритм;1641256
3;100000;4;3000;Алгоритм КМП с применением стандартных граней;2582249
3;100000;4;3000;Алгоритм КМП с применением уточненных граней;2470773
3;100000;4;3000;Поиск с применением автомата КМП;1559859
4;10000;2;100;Наивный алгоритм;342269
4;10000;2;100;Алгоритм КМП с применением стандартных граней;369340
4;10000;2;100;Алгоритм КМП с применением уточненных граней;304346
4;10000;2;100;Поиск с применением автомата КМП;249502
4;10000;2;200;Наивный алгоритм;277276
4;10000;2;200;Алгоритм КМП с применением стандартных граней;302613
4;10000;2;200;Алгоритм КМП с применением уточненных граней;383233
4;10000;2;200;Поиск с применением автомата КМП;170267
4;10000;2;300;Наивный алгоритм;286427
4;10000;2;300;Алгоритм КМП с применением стандартных граней;304253
4;10000;2;300;Алгоритм КМП с применением уточненных граней;296670
4;10000;2;300;Поиск с применением автомата КМП;256742
4;10000;2;400;Наивный алгоритм;280763
4;10000;2;400;Алгоритм КМП с применением стандартных граней;310166
4;10000;2;400;Алгоритм КМП с применением уточненных граней;310960
4;10000;2;400;Поиск с применением автомата КМП;178627
4;10000;2;500;Наивный алгоритм;283017
4;10000;2;500;Алгоритм КМП с применением стандартных граней;423348
4;10000;2;500;Алгоритм КМП с применением уточненных граней;314563
4;10000;2;500;Поиск с применением автомата КМП;186711
4;10000;2;600;Наивный алгоритм;273447
4;10000;2;600;Алгоритм КМП с применением стандартных граней;285953
4;10000;2;600;Алгоритм КМП с применением уточненных граней;401851
4;10000;2;600;Поиск с применением автомата КМП;185264
4;10000;2;700;Наивный алгоритм;281200
4;10000;2;700;Алгоритм КМП с применением стандартных граней;309405
4;10000;2;700;Алгоритм КМП с применением уточненных граней;306400
4;10000;2;700;Поиск с применением автомата КМП;186177
4;10000;2;800;Наивный алгоритм;391541
4;10000;2;800;Алгоритм КМП с применением стандартных граней;302384
4;10000;2;800;Алгоритм КМП с применением уточненных граней;312659
4;10000;2;800;Поиск с применением автомата КМП;190687
4;10000;2;900;Наивный алгоритм;281577
4;10000;2;900;Алгоритм КМП с применением стандартных граней;396206
4;10000;2;900;Алгоритм КМП с применением уточненных граней;322747
4;10000;2;900;Поиск с применением автомата КМП;198264
4;10000;2;1000;Наивный алгоритм;286029
4;10000;2;1000;Алгоритм КМП с применением стандартных граней;303438
4;10000;2;1000;Алгоритм КМП с применением уточненных граней;322498
4;10000;2;1000;Поиск с применением автомата КМП;201148
4;10000;2;1100;Наивный алгоритм;284561
4;10000;2;1100;Алгоритм КМП с применением стандартных граней;314358
4;10000;2;1100;Алгоритм КМП с применением уточненных граней;308066
4;10000;2;1100;Поиск с применением автомата КМП;198964
4;10000;2;1200;Наивный алгоритм;342059
4;10000;2;1200;Алгоритм КМП с применением стандартных граней;301178
4;10000;2;1200;Алгоритм КМП с применением уточненных граней;305320
4;10000;2;1200;Поиск с применением автомата КМП;202849
4;10000;2;1300;Наивный алгоритм;278204
4;10000;2;1300;Алгоритм КМП с применением стандартных граней;313891
4;10000;2;1300;Алгоритм КМП с применением уточненных граней;414253
4;10000;2;1300;Поиск с применением автомата КМП;205996
4;10000;2;1400;Наивный алгоритм;295890
4;10000;2;1400;Алгоритм КМП с применением стандартных граней;309998
4;10000;2;1400;Алгоритм КМП с применением уточненных граней;313691
4;10000;2;1400;Поиск с применением автомата КМП;283901
4;10000;2;1500;Наивный алгоритм;299865
4;10000;2;1500;Алгоритм КМП с применением стандартных граней;341306
4;10000;2;1500;Алгоритм КМП с применением уточненных граней;342302
4;10000;2;1500;Поиск с применением автомата КМП;227443
4;10000;2;1600;Наивный алгоритм;341383
4;10000;2;1600;Алгоритм КМП с применением стандартных граней;255323
4;10000;2;1600;Алгоритм КМП с применением уточненных граней;260388
4;10000;2;1600;Поиск с применением автомата КМП;216426
4;10000;2;1700;Наивный алгоритм;277031
4;10000;2;1700;Алгоритм КМП с применением стандартных граней;451107
4;10000;2;1700;Алгоритм КМП с применением уточненных граней;320041
4;10000;2;1700;Поиск с применением автомата КМП;252526
4;10000;2;1800;Наивный алгоритм;280096
4;10000;2;1800;Алгоритм КМП с применением стандартных граней;304911
4;10000;2;1800;Алгоритм КМП с применением уточненных граней;363873
4;10000;2;1800;Поиск с применением автомата КМП;239422
4;10000;2;1900;Наивный алгоритм;274962
4;10000;2;1900;Алгоритм КМП с применением стандартных граней;344772
4;10000;2;1900;Алгоритм КМП с применением уточненных граней;321245
4;10000;2;1900;Поиск с применением автомата КМП;227142
4;10000;2;2000;Наивный алгоритм;301395
4;10000;2;2000;Алгоритм КМП с применением стандартных граней;309253
4;10000;2;2000;Алгоритм КМП с применением уточненных граней;311965
4;10000;2;2000;Поиск с применением автомата КМП;231434
4;10000;2;2100;Наивный алгоритм;273077
4;10000;2;2100;Алгоритм КМП с применением стандартных граней;330226
4;10000;2;2100;Алгоритм КМП с применением уточненных граней;353677
4;10000;2;2100;Поиск с применением автомата КМП;235363
4;10000;2;2200;Наивный алгоритм;278310
4;10000;2;2200;Алгоритм КМП с применением стандартных граней;309133
4;10000;2;2200;Алгоритм КМП с применением уточненных граней;335516
4;10000;2;2200;Поиск с применением автомата КМП;297203
4;10000;2;2300;Наивный алгоритм;271561
4;10000;2;2300;Алгоритм КМП с применением стандартных граней;321655
4;10000;2;2300;Алгоритм КМП с применением уточненных граней;316254
4;10000;2;2300;Поиск с применением автомата КМП;245049
4;10000;2;2400;Наивный алгоритм;364866
4;10000;2;2400;Алгоритм КМП с применением стандартных граней;312714
4;10000;2;2400;Алгоритм КМП с применением уточненных граней;326018
4;10000;2;2400;Поиск с применением автомата КМП;247067
4;10000;2;2500;Наивный алгоритм;272507
4;10000;2;2500;Алгоритм КМП с применением стандартных граней;391804
4;10000;2;2500;Алгоритм КМП с применением уточненных граней;314011
4;10000;2;2500;Поиск с применением автомата КМП;264039
4;10000;2;2600;Наивный алгоритм;277454
4;10000;2;2600;Алгоритм КМП с применением стандартных граней;320869
4;10000;2;2600;Алгоритм КМП с применением уточненных граней;414691
4;10000;2;2600;Поиск с применением автомата КМП;250003
4;10000;2;2700;Наивный алгоритм;265918
4;10000;2;2700;Алгоритм КМП с применением стандартных граней;311683
4;10000;2;2700;Алгоритм КМП с применением уточненных граней;310981
4;10000;2;2700;Поиск с применением автомата КМП;260176
4;10000;2;2800;Наивный алгоритм;369433
4;10000;2;2800;Алгоритм КМП с применением стандартных граней;363005
4;10000;2;2800;Алгоритм КМП с применением уточненных граней;332370
4;10000;2;2800;Поиск с применением автомата КМП;260059
4;10000;2;2900;Наивный алгоритм;265443
4;10000;2;2900;Алгоритм КМП с применением стандартных граней;404737
4;10000;2;2900;Алгоритм КМП с применением уточненных граней;298327
4;10000;2;2900;Поиск с применением автомата КМП;274155
4;10000;2;3000;Наивный алгоритм;272429
4;10000;2;3000;Алгоритм КМП с применением стандартных граней;313983
4;10000;2;3000;Алгоритм КМП с применением уточненных граней;451034
4;10000;2;3000;Поиск с применением автомата КМП;267871
4;10000;4;100;Наивный алгоритм;188664
4;10000;4;100;Алгоритм КМП с применением стандартных граней;301693
4;10000;4;100;Алгоритм КМП с применением уточненных граней;301263
4;10000;4;100;Поиск с применением автомата КМП;182380
4;10000;4;200;Наивный алгоритм;206495
4;10000;4;200;Алгоритм КМП с применением стандартных граней;292440
4;10000;4;200;Алгоритм КМП с применением уточненных граней;319374
4;10000;4;200;Поиск с применением автомата КМП;244779
4;10000;4;300;Наивный алгоритм;186763
4;10000;4;300;Алгоритм КМП с применением стандартных граней;300585
4;10000;4;300;Алгоритм КМП с применением уточненных граней;299046
4;10000;4;300;Поиск с применением автомата КМП;175046
4;10000;4;400;Наивный алгоритм;180231
4;10000;4;400;Алгоритм КМП с применением стандартных граней;308483
4;10000;4;400;Алгоритм КМП с применением уточненных граней;289422
4;10000;4;400;Поиск с применением автомата КМП;177757
4;10000;4;500;Наивный алгоритм;207688
4;10000;4;500;Алгоритм КМП с применением стандартных граней;389279
4;10000;4;500;Алгоритм КМП с применением уточненных граней;301874
4;10000;4;500;Поиск с применением автомата КМП;181037
4;10000;4;600;Наивный алгоритм;186785
4;10000;4;600;Алгоритм КМП с применением стандартных граней;296587
4;10000;4;600;Алгоритм КМП с применением уточненных граней;353315
4;10000;4;600;Поиск с применением автомата КМП;185325
4;10000;4;700;Наивный алгоритм;181508
4;10000;4;700;Алгоритм КМП с применением стандартных граней;330945
4;10000;4;700;Алгоритм КМП с применением уточненных граней;283985
4;10000;4;700;Поиск с применением автомата КМП;187880
4;10000;4;800;Наивный алгоритм;218893
4;10000;4;800;Алгоритм КМП с применением стандартных граней;345825
4;10000;4;800;Алгоритм КМП с применением уточненных граней;292980
4;10000;4;800;Поиск с применением автомата КМП;196112
4;10000;4;900;Наивный алгоритм;178347
4;10000;4;900;Алгоритм КМП с применением стандартных граней;282126
4;10000;4;900;Алгоритм КМП с применением уточненных граней;292366
4;10000;4;900;Поиск с применением автомата КМП;195576
4;10000;4;1000;Наивный алгоритм;174626
4;10000;4;1000;Алгоритм КМП с применением стандартных граней;283389
4;10000;4;1000;Алгоритм КМП с применением уточненных граней;386784
4;10000;4;1000;Поиск с применением автомата КМП;198761
4;10000;4;1100;Наивный алгоритм;176148
4;10000;4;1100;Алгоритм КМП с применением стандартных граней;290807
4;10000;4;1100;Алгоритм КМП с применением уточненных граней;282020
4;10000;4;1100;Поиск с применением автомата КМП;201709
4;10000;4;1200;Наивный алгоритм;227010
4;10000;4;1200;Алгоритм КМП с применением стандартных граней;338466
4;10000;4;1200;Алгоритм КМП с применением уточненных граней;292570
4;10000;4;1200;Поиск с применением автомата КМП;243399
4;10000;4;1300;Наивный алгоритм;183896
4;10000;4;1300;Алгоритм КМП с применением стандартных граней;305281
4;10000;4;1300;Алгоритм КМП с применением уточненных граней;420463
4;10000;4;1300;Поиск с применением автомата КМП;208524
4;10000;4;1400;Наивный алгоритм;185472
4;10000;4;1400;Алгоритм КМП с применением стандартных граней;302804
4;10000;4;1400;Алгоритм КМП с применением уточненных граней;304611
4;10000;4;1400;Поиск с применением автомата КМП;213586
4;10000;4;1500;Наивный алгоритм;274537
4;10000;4;1500;Алгоритм КМП с применением стандартных граней;291802
4;10000;4;1500;Алгоритм КМП с применением уточненных граней;298558
4;10000;4;1500;Поиск с применением автомата КМП;232956
4;10000;4;1600;Наивный алгоритм;181721
4;10000;4;1600;Алгоритм КМП с применением стандартных граней;293938
4;10000;4;1600;Алгоритм КМП с применением уточненных граней;357363
4;10000;4;1600;Поиск с применением автомата КМП;220547
4;10000;4;1700;Наивный алгоритм;173160
4;10000;4;1700;Алгоритм КМП с применением стандартных граней;284344
4;10000;4;1700;Алгоритм КМП с применением уточненных граней;281591
4;10000;4;1700;Поиск с применением автомата КМП;225079
4;10000;4;1800;Наивный алгоритм;277547
4;10000;4;1800;Алгоритм КМП с применением стандартных граней;298345
4;10000;4;1800;Алгоритм КМП с применением уточненных граней;293376
4;10000;4;1800;Поиск с применением автомата КМП;234011
4;10000;4;1900;Наивный алгоритм;172828
4;10000;4;1900;Алгоритм КМП с применением стандартных граней;271792
4;10000;4;1900;Алгоритм КМП с применением уточненных граней;392207
4;10000;4;1900;Поиск с применением автомата КМП;236187
4;10000;4;2000;Наивный алгоритм;182176
4;10000;4;2000;Алгоритм КМП с применением стандартных граней;300498
4;10000;4;2000;Алгоритм КМП с применением уточненных граней;297759
4;10000;4;2000;Поиск с применением автомата КМП;233185
4;10000;4;2100;Наивный алгоритм;277185
4;10000;4;2100;Алгоритм КМП с применением стандартных граней;296954
4;10000;4;2100;Алгоритм КМП с применением уточненных граней;323574
4;10000;4;2100;Поиск с применением автомата КМП;293614
4;10000;4;2200;Наивный алгоритм;177707
4;10000;4;2200;Алгоритм КМП с применением стандартных граней;333600
4;10000;4;2200;Алгоритм КМП с применением уточненных граней;344619
4;10000;4;2200;Поиск с применением автомата КМП;249813
4;10000;4;2300;Наивный алгоритм;179712
4;10000;4;2300;Алгоритм КМП с применением стандартных граней;289744
4;10000;4;2300;Алгоритм КМП с применением уточненных граней;297553
4;10000;4;2300;Поиск с применением автомата КМП;340924
4;10000;4;2400;Наивный алгоритм;170547
4;10000;4;2400;Алгоритм КМП с применением стандартных граней;273439
4;10000;4;2400;Алгоритм КМП с применением уточненных граней;313744
4;10000;4;2400;Поиск с применением автомата КМП;255186
4;10000;4;2500;Наивный алгоритм;171957
4;10000;4;2500;Алгоритм КМП с применением стандартных граней;355651
4;10000;4;2500;Алгоритм КМП с применением уточненных граней;319367
4;10000;4;2500;Поиск с применением автомата КМП;257111
4;10000;4;2600;Наивный алгоритм;226922
4;10000;4;2600;Алгоритм КМП с применением стандартных граней;291871
4;10000;4;2600;Алгоритм КМП с применением уточненных граней;297725
4;10000;4;2600;Поиск с применением автомата КМП;369742
4;10000;4;2700;Наивный алгоритм;194180
4;10000;4;2700;Алгоритм КМП с применением стандартных граней;330251
4;10000;4;2700;Алгоритм КМП с применением уточненных граней;329523
4;10000;4;2700;Поиск с применением автомата КМП;293800
4;10000;4;2800;Наивный алгоритм;283380
4;10000;4;2800;Алгоритм КМП с применением стандартных граней;319331
4;10000;4;2800;Алгоритм КМП с применением уточненных граней;333019
4;10000;4;2800;Поиск с применением автомата КМП;378333
4;10000;4;2900;Наивный алгоритм;187106
4;10000;4;2900;Алгоритм КМП с применением стандартных граней;389786
4;10000;4;2900;Алгоритм КМП с применением уточненных граней;293429
4;10000;4;2900;Поиск с применением автомата КМП;280865
4;10000;4;3000;Наивный алгоритм;177754
4;10000;4;3000;Алгоритм КМП с применением стандартных граней;293296
4;10000;4;3000;Алгоритм КМП с применением уточненных граней;324109
4;10000;4;3000;Поиск с применением автомата КМП;321911
4;100000;2;100;Наивный алгоритм;3106270
4;100000;2;100;Алгоритм КМП с применением стандартных граней;3367630
4;100000;2;100;Алгоритм КМП с применением уточненных граней;3241567
4;100000;2;100;Поиск с применением автомата КМП;1772031
4;100000;2;200;Наивный алгоритм;3110629
4;100000;2;200;Алгоритм КМП с применением стандартных граней;3478059
4;100000;2;200;Алгоритм КМП с применением уточненных граней;3478186
4;100000;2;200;Поиск с применением автомата КМП;2110102
4;100000;2;300;Наивный алгоритм;3049931
4;100000;2;300;Алгоритм КМП с применением стандартных граней;3401323
4;100000;2;300;Алгоритм КМП с применением уточненных граней;3414459
4;100000;2;300;Поиск с применением автомата КМП;1752449
4;100000;2;400;Наивный алгоритм;3200133
4;100000;2;400;Алгоритм КМП с применением стандартных граней;3327170
4;100000;2;400;Алгоритм КМП с применением уточненных граней;3437603
4;100000;2;400;Поиск с применением автомата КМП;1913332
4;100000;2;500;Наивный алгоритм;3530782
4;100000;2;500;Алгоритм КМП с применением стандартных граней;3636784
4;100000;2;500;Алгоритм КМП с применением уточненных граней;3532015
4;100000;2;500;Поиск с применением автомата КМП;2288601
4;100000;2;600;Наивный алгоритм;2515904
4;100000;2;600;Алгоритм КМП с применением стандартных граней;2768353
4;100000;2;600;Алгоритм КМП с применением уточненных граней;2583245
4;100000;2;600;Поиск с применением автомата КМП;1481489
4;100000;2;700;Наивный алгоритм;3089195
4;100000;2;700;Алгоритм КМП с применением стандартных граней;3456325
4;100000;2;700;Алгоритм КМП с применением уточненных граней;3297517
4;100000;2;700;Поиск с применением автомата КМП;1860905
4;100000;2;800;Наивный алгоритм;2953580
4;100000;2;800;Алгоритм КМП с применением стандартных граней;3606955
4;100000;2;800;Алгоритм КМП с применением уточненных граней;3355739
4;100000;2;800;Поиск с применением автомата КМП;1751299
4;100000;2;900;Наивный алгоритм;3051333
4;100000;2;900;Алгоритм КМП с применением стандартных граней;3553660
4;100000;2;900;Алгоритм КМП с применением уточненных граней;3470938
4;100000;2;900;Поиск с применением автомата КМП;1770542
4;100000;2;1000;Наивный алгоритм;3111100
4;100000;2;1000;Алгоритм КМП с применением стандартных граней;3358167
4;100000;2;1000;Алгоритм КМП с применением уточненных граней;3421336
4;100000;2;1000;Поиск с применением автомата КМП;1869655
4;100000;2;1100;Наивный алгоритм;3013280
4;100000;2;1100;Алгоритм КМП с применением стандартных граней;3487287
4;100000;2;1100;Алгоритм КМП с применением уточненных граней;3381996
4;100000;2;1100;Поиск с применением автомата КМП;1753784
4;100000;2;1200;Наивный алгоритм;2987489
4;100000;2;1200;Алгоритм КМП с применением стандартных граней;3348660
4;100000;2;1200;Алгоритм КМП с применением уточненных граней;3299261
4;100000;2;1200;Поиск с применением автомата КМП;1893808
4;100000;2;1300;Наивный алгоритм;3110727
4;100000;2;1300;Алгоритм КМП с применением стандартных граней;3347317
4;100000;2;1300;Алгоритм КМП с применением уточненных граней;3308228
4;100000;2;1300;Поиск с применением автомата КМП;1760660
4;100000;2;1400;Наивный алгоритм;3085546
4;100000;2;1400;Алгоритм КМП с применением стандартных граней;3449280
4;100000;2;1400;Алгоритм КМП с применением уточненных граней;3420721
4;100000;2;1400;Поиск с применением автомата КМП;1800888
4;100000;2;1500;Наивный алгоритм;3092657
4;100000;2;1500;Алгоритм КМП с применением стандартных граней;3548636
4;100000;2;1500;Алгоритм КМП с применением уточненных граней;3328282
4;100000;2;1500;Поиск с применением автомата КМП;1787387
4;100000;2;1600;Наивный алгоритм;2923625
4;100000;2;1600;Алгоритм КМП с применением стандартных граней;3431702
4;100000;2;1600;Алгоритм КМП с применением уточненных граней;3209516
4;100000;2;1600;Поиск с применением автомата КМП;1847704
4;100000;2;1700;Наивный алгоритм;3018690
4;100000;2;1700;Алгоритм КМП с применением стандартных граней;3545429
4;100000;2;1700;Алгоритм КМП с применением уточненных граней;3448022
4;100000;2;1700;Поиск с применением автомата КМП;1831542
4;100000;2;1800;Наивный алгоритм;3202183
4;100000;2;1800;Алгоритм КМП с применением стандартных граней;3299422
4;100000;2;1800;Алгоритм КМП с применением уточненных граней;3321201
4;100000;2;1800;Поиск с применением автомата КМП;1790270
4;100000;2;1900;Наивный алгоритм;3076664
4;100000;2;1900;Алгоритм КМП с применением стандартных граней;3524224
4;100000;2;1900;Алгоритм КМП с применением уточненных граней;3386976
4;100000;2;1900;Поиск с применением автомата КМП;1877753
4;100000;2;2000;Наивный алгоритм;3146548
4;100000;2;2000;Алгоритм КМП с применением стандартных граней;3647227
4;100000;2;2000;Алгоритм КМП с применением уточненных граней;3502492
4;100000;2;2000;Поиск с применением автомата КМП;1866128
4;100000;2;2100;Наивный алгоритм;2985592
4;100000;2;2100;Алгоритм КМП с применением стандартных граней;3512368
4;100000;2;2100;Алгоритм КМП с применением уточненных граней;3252119
4;100000;2;2100;Поиск с применением автомата КМП;1890053
4;100000;2;2200;Наивный алгоритм;2977541
4;100000;2;2200;Алгоритм КМП с применением стандартных граней;3623501
4;100000;2;2200;Алгоритм КМП с применением уточненных граней;3560001
4;100000;2;2200;Поиск с применением автомата КМП;1903143
4;100000;2;2300;Наивный алгоритм;3061004
4;100000;2;2300;Алгоритм КМП с применением стандартных граней;3345912
4;100000;2;2300;Алгоритм КМП с применением уточненных граней;3417713
4;100000;2;2300;Поиск с применением автомата КМП;1964891
4;100000;2;2400;Наивный алгоритм;3054686
4;100000;2;2400;Алгоритм КМП с применением стандартных граней;3681394
4;100000;2;2400;Алгоритм КМП с применением уточненных граней;3505238
4;100000;2;2400;Поиск с применением автомата КМП;1869019
4;100000;2;2500;Наивный алгоритм;2425032
4;100000;2;2500;Алгоритм КМП с применением стандартных граней;2906137
4;100000;2;2500;Алгоритм КМП с применением уточненных граней;2900888
4;100000;2;2500;Поиск с применением автомата КМП;1599394
4;100000;2;2600;Наивный алгоритм;3148935
4;100000;2;2600;Алгоритм КМП с применением стандартных граней;3586581
4;100000;2;2600;Алгоритм КМП с применением уточненных граней;3580706
4;100000;2;2600;Поиск с применением автомата КМП;1847800
4;100000;2;2700;Наивный алгоритм;3157712
4;100000;2;2700;Алгоритм КМП с применением стандартных граней;3359253
4;100000;2;2700;Алгоритм КМП с применением уточненных граней;3488778
4;100000;2;2700;Поиск с применением автомата КМП;1918992
4;100000;2;2800;Наивный алгоритм;3096603
4;100000;2;2800;Алгоритм КМП с применением стандартных граней;3472322
