type;number of algorithm;size;time;
обратно отсортирован_2;0;600;848768;
обратно отсортирован_2;1;600;1849127;
обратно отсортирован_2;2;600;2158;
обратно отсортирован_2;3;600;2330007;
обратно отсортирован_2;4;600;23971;
обратно отсортирован_2;5;600;107118;
обратно отсортирован_2;6;600;819342;
обратно отсортирован_2;7;600;55814;
обратно отсортирован_2;8;600;1282119;
обратно отсортирован_2;9;600;19371;
обратно отсортирован_2;10;600;680412;
обратно отсортирован_2;11;600;35819;
обратно отсортирован_2;12;600;44817;
обратно отсортирован_2;0;700;876576;
обратно отсортирован_2;1;700;2726306;
обратно отсортирован_2;2;700;2928;
обратно отсортирован_2;3;700;2984792;
обратно отсортирован_2;4;700;27641;
обратно отсортирован_2;5;700;120244;
обратно отсортирован_2;6;700;1118348;
обратно отсортирован_2;7;700;68715;
обратно отсортирован_2;8;700;1706324;
обратно отсортирован_2;9;700;21026;
обратно отсортирован_2;10;700;926707;
обратно отсортирован_2;11;700;43624;
обратно отсортирован_2;12;700;53160;
обратно отсортирован_2;0;800;1312163;
обратно отсортирован_2;1;800;3470177;
обратно отсортирован_2;2;800;2868;
обратно отсортирован_2;3;800;3789184;
обратно отсортирован_2;4;800;34369;
обратно отсортирован_2;5;800;139038;
обратно отсортирован_2;6;800;1564052;
обратно отсортирован_2;7;800;192012;
обратно отсортирован_2;8;800;1939907;
обратно отсортирован_2;9;800;24415;
обратно отсортирован_2;10;800;1410113;
обратно отсортирован_2;11;800;43315;
обратно отсортирован_2;12;800;60482;
обратно отсортирован_2;0;900;1481425;
обратно отсортирован_2;1;900;4328202;
обратно отсортирован_2;2;900;3346;
обратно отсортирован_2;3;900;5116660;
обратно отсортирован_2;4;900;35483;
обратно отсортирован_2;5;900;197926;
обратно отсортирован_2;6;900;2018974;
обратно отсортирован_2;7;900;82439;
обратно отсортирован_2;8;900;2511849;
обратно отсортирован_2;9;900;27491;
обратно отсортирован_2;10;900;1643529;
обратно отсортирован_2;11;900;59630;
обратно отсортирован_2;12;900;77596;
обратно отсортирован_2;0;1000;1787969;
обратно отсортирован_2;1;1000;5304186;
обратно отсортирован_2;2;1000;3653;
обратно отсортирован_2;3;1000;6238910;
обратно отсортирован_2;4;1000;39309;
обратно отсортирован_2;5;1000;182437;
обратно отсортирован_2;6;1000;2398494;
обратно отсортирован_2;7;1000;112040;
обратно отсортирован_2;8;1000;3240759;
обратно отсортирован_2;9;1000;30297;
обратно отсортирован_2;10;1000;1881703;
обратно отсортирован_2;11;1000;64619;
обратно отсортирован_2;12;1000;75514;
обратно отсортирован_2;0;1100;2348343;
обратно отсортирован_2;1;1100;6875610;
обратно отсортирован_2;2;1100;3943;
обратно отсортирован_2;3;1100;7478865;
обратно отсортирован_2;4;1100;133464;
обратно отсортирован_2;5;1100;328410;
обратно отсортирован_2;6;1100;2773742;
обратно отсортирован_2;7;1100;139213;
обратно отсортирован_2;8;1100;4029181;
обратно отсортирован_2;9;1100;106455;
обратно отсортирован_2;10;1100;2351346;
обратно отсортирован_2;11;1100;70081;
обратно отсортирован_2;12;1100;90445;
обратно отсортирован_2;0;1200;2648657;
обратно отсортирован_2;1;1200;7971479;
обратно отсортирован_2;2;1200;4291;
обратно отсортирован_2;3;1200;8542755;
обратно отсортирован_2;4;1200;46877;
обратно отсортирован_2;5;1200;220731;
обратно отсортирован_2;6;1200;3738237;
обратно отсортирован_2;7;1200;115501;
обратно отсортирован_2;8;1200;4625515;
обратно отсортирован_2;9;1200;36191;
обратно отсортирован_2;10;1200;2934376;
обратно отсортирован_2;11;1200;73125;
обратно отсортирован_2;12;1200;97325;
обратно отсортирован_2;0;1300;3155253;
обратно отсортирован_2;1;1300;9207592;
обратно отсортирован_2;2;1300;4689;
обратно отсортирован_2;3;1300;10345317;
обратно отсортирован_2;4;1300;117231;
обратно отсортирован_2;5;1300;370013;
обратно отсортирован_2;6;1300;3933400;
обратно отсортирован_2;7;1300;130190;
обратно отсортирован_2;8;1300;5580178;
обратно отсортирован_2;9;1300;38934;
обратно отсортирован_2;10;1300;3385780;
обратно отсортирован_2;11;1300;87763;
обратно отсортирован_2;12;1300;106578;
обратно отсортирован_2;0;1400;3659452;
обратно отсортирован_2;1;1400;10650067;
обратно отсортирован_2;2;1400;5021;
обратно отсортирован_2;3;1400;12294329;
обратно отсортирован_2;4;1400;98115;
обратно отсортирован_2;5;1400;363299;
обратно отсортирован_2;6;1400;4806152;
обратно отсортирован_2;7;1400;135162;
обратно отсортирован_2;8;1400;6214975;
обратно отсортирован_2;9;1400;41782;
обратно отсортирован_2;10;1400;3885494;
обратно отсортирован_2;11;1400;92009;
обратно отсортирован_2;12;1400;120463;
обратно отсортирован_2;0;1500;4177377;
обратно отсортирован_2;1;1500;12294095;
обратно отсортирован_2;2;1500;21202;
обратно отсортирован_2;3;1500;13904184;
обратно отсортирован_2;4;1500;62550;
обратно отсортирован_2;5;1500;286383;
обратно отсортирован_2;6;1500;5764443;
обратно отсортирован_2;7;1500;148032;
обратно отсортирован_2;8;1500;7062410;
обратно отсортирован_2;9;1500;46809;
обратно отсортирован_2;10;1500;4230073;
обратно отсортирован_2;11;1500;99418;
обратно отсортирован_2;12;1500;128586;
обратно отсортирован_2;0;1600;4634928;
обратно отсортирован_2;1;1600;13880110;
обратно отсортирован_2;2;1600;16509;
обратно отсортирован_2;3;1600;15828029;
обратно отсортирован_2;4;1600;64144;
обратно отсортирован_2;5;1600;342803;
обратно отсортирован_2;6;1600;6324428;
обратно отсортирован_2;7;1600;161986;
обратно отсортирован_2;8;1600;8205885;
обратно отсортирован_2;9;1600;49190;
обратно отсортирован_2;10;1600;5188887;
обратно отсортирован_2;11;1600;109025;
обратно отсортирован_2;12;1600;136858;
обратно отсортирован_2;0;1700;5348020;
обратно отсортирован_2;1;1700;15652320;
обратно отсортирован_2;2;1700;6208;
обратно отсортирован_2;3;1700;18077197;
обратно отсортирован_2;4;1700;70213;
обратно отсортирован_2;5;1700;342384;
обратно отсортирован_2;6;1700;7090911;
обратно отсортирован_2;7;1700;332008;
обратно отсортирован_2;8;1700;8976402;
обратно отсортирован_2;9;1700;52156;
обратно отсортирован_2;10;1700;5785901;
обратно отсортирован_2;11;1700;122404;
обратно отсортирован_2;12;1700;138673;
обратно отсортирован_2;0;1800;6035903;
обратно отсортирован_2;1;1800;17674066;
обратно отсортирован_2;2;1800;7955;
обратно отсортирован_2;3;1800;19970413;
обратно отсортирован_2;4;1800;72769;
обратно отсортирован_2;5;1800;373311;
обратно отсортирован_2;6;1800;7890969;
обратно отсортирован_2;7;1800;183890;
обратно отсортирован_2;8;1800;10606726;
обратно отсортирован_2;9;1800;57996;
обратно отсортирован_2;10;1800;6465212;
обратно отсортирован_2;11;1800;119525;
обратно отсортирован_2;12;1800;148521;
обратно отсортирован_2;0;1900;6784140;
обратно отсортирован_2;1;1900;19700775;
обратно отсортирован_2;2;1900;6889;
обратно отсортирован_2;3;1900;22242052;
обратно отсортирован_2;4;1900;78531;
обратно отсортирован_2;5;1900;398062;
обратно отсортирован_2;6;1900;8845237;
обратно отсортирован_2;7;1900;234613;
обратно отсортирован_2;8;1900;11531177;
обратно отсортирован_2;9;1900;58228;
обратно отсортирован_2;10;1900;6944866;
обратно отсортирован_2;11;1900;138448;
обратно отсортирован_2;12;1900;169234;
обратно отсортирован_2;0;2000;7637371;
обратно отсортирован_2;1;2000;21889281;
обратно отсортирован_2;2;2000;7338;
обратно отсортирован_2;3;2000;24983690;
обратно отсортирован_2;4;2000;80988;
обратно отсортирован_2;5;2000;633846;
обратно отсортирован_2;6;2000;9660909;
обратно отсортирован_2;7;2000;199113;
обратно отсортирован_2;8;2000;12798991;
обратно отсортирован_2;9;2000;97035;
обратно отсортирован_2;10;2000;7775498;
обратно отсортирован_2;11;2000;145612;
обратно отсортирован_2;12;2000;188571;
обратно отсортирован_2;0;2100;8113871;
обратно отсортирован_2;1;2100;23901810;
обратно отсортирован_2;2;2100;7750;
обратно отсортирован_2;3;2100;27644029;
обратно отсортирован_2;4;2100;175039;
обратно отсортирован_2;5;2100;534096;
обратно отсортирован_2;6;2100;10754589;
обратно отсортирован_2;7;2100;217042;
обратно отсортирован_2;8;2100;13982335;
обратно отсортирован_2;9;2100;63645;
обратно отсортирован_2;10;2100;8676867;
обратно отсортирован_2;11;2100;180373;
обратно отсортирован_2;12;2100;196103;
обратно отсортирован_2;0;2200;8789544;
обратно отсортирован_2;1;2200;26551348;
обратно отсортирован_2;2;2200;8043;
обратно отсортирован_2;3;2200;30313854;
обратно отсортирован_2;4;2200;89055;
обратно отсортирован_2;5;2200;456095;
обратно отсортирован_2;6;2200;11858606;
обратно отсортирован_2;7;2200;248672;
обратно отсортирован_2;8;2200;15483255;
обратно отсортирован_2;9;2200;66170;
обратно отсортирован_2;10;2200;9798650;
обратно отсортирован_2;11;2200;170769;
обратно отсортирован_2;12;2200;205004;
обратно отсортирован_2;0;2300;9747302;
обратно отсортирован_2;1;2300;28795526;
обратно отсортирован_2;2;2300;8431;
обратно отсортирован_2;3;2300;32841689;
обратно отсортирован_2;4;2300;178699;
обратно отсортирован_2;5;2300;581852;
обратно отсортирован_2;6;2300;12923893;
обратно отсортирован_2;7;2300;238017;
обратно отсортирован_2;8;2300;16740956;
обратно отсортирован_2;9;2300;69641;
обратно отсортирован_2;10;2300;10242434;
обратно отсортирован_2;11;2300;176154;
обратно отсортирован_2;12;2300;228144;
обратно отсортирован_2;0;2400;10548161;
обратно отсортирован_2;1;2400;32016149;
обратно отсортирован_2;2;2400;9333;
обратно отсортирован_2;3;2400;36064878;
обратно отсортирован_2;4;2400;97648;
обратно отсортирован_2;5;2400;531144;
обратно отсортирован_2;6;2400;13962358;
обратно отсортирован_2;7;2400;257842;
обратно отсортирован_2;8;2400;18539413;
обратно отсортирован_2;9;2400;73676;
обратно отсортирован_2;10;2400;11509143;
обратно отсортирован_2;11;2400;180207;
обратно отсортирован_2;12;2400;229203;
обратно отсортирован_2;0;2500;11761154;
обратно отсортирован_2;1;2500;34122899;
обратно отсортирован_2;2;2500;9710;
обратно отсортирован_2;3;2500;39454604;
обратно отсортирован_2;4;2500;102238;
обратно отсортирован_2;5;2500;532940;
обратно отсортирован_2;6;2500;15442694;
обратно отсортирован_2;7;2500;280079;
обратно отсортирован_2;8;2500;20050403;
обратно отсортирован_2;9;2500;74850;
обратно отсортирован_2;10;2500;12495422;
обратно отсортирован_2;11;2500;183107;
обратно отсортирован_2;12;2500;236782;
обратно отсортирован_2;0;2600;12448981;
обратно отсортирован_2;1;2600;37343818;
обратно отсортирован_2;2;2600;10083;
обратно отсортирован_2;3;2600;45406731;
обратно отсортирован_2;4;2600;107495;
обратно отсортирован_2;5;2600;568980;
обратно отсортирован_2;6;2600;16649134;
обратно отсортирован_2;7;2600;296501;
обратно отсортирован_2;8;2600;22728163;
обратно отсортирован_2;9;2600;93971;
обратно отсортирован_2;10;2600;13108245;
обратно отсортирован_2;11;2600;194350;
обратно отсортирован_2;12;2600;238266;
обратно отсортирован_2;0;2700;13480151;
обратно отсортирован_2;1;2700;39287199;
обратно отсортирован_2;2;2700;10175;
обратно отсортирован_2;3;2700;45522327;
обратно отсортирован_2;4;2700;117204;
обратно отсортирован_2;5;2700;606683;
обратно отсортирован_2;6;2700;18164770;
обратно отсортирован_2;7;2700;303957;
обратно отсортирован_2;8;2700;23228405;
обратно отсортирован_2;9;2700;85044;
обратно отсортирован_2;10;2700;14530858;
обратно отсортирован_2;11;2700;203615;
обратно отсортирован_2;12;2700;258474;
обратно отсортирован_2;0;2800;14652805;
обратно отсортирован_2;1;2800;43002885;
обратно отсортирован_2;2;2800;11033;
обратно отсортирован_2;3;2800;49106220;
обратно отсортирован_2;4;2800;121069;
обратно отсортирован_2;5;2800;676276;
обратно отсортирован_2;6;2800;19267063;
обратно отсортирован_2;7;2800;328629;
обратно отсортирован_2;8;2800;24738704;
обратно отсортирован_2;9;2800;85895;
обратно отсортирован_2;10;2800;15907930;
обратно отсортирован_2;11;2800;210950;
обратно отсортирован_2;12;2800;272156;
обратно отсортирован_2;0;2900;15860278;
обратно отсортирован_2;1;2900;46187059;
обратно отсортирован_2;2;2900;10623;
обратно отсортирован_2;3;2900;53832558;
обратно отсортирован_2;4;2900;134961;
обратно отсортирован_2;5;2900;687240;
обратно отсортирован_2;6;2900;23849970;
обратно отсортирован_2;7;2900;311565;
обратно отсортирован_2;8;2900;26863510;
обратно отсортирован_2;9;2900;88864;
обратно отсортирован_2;10;2900;16339800;
обратно отсортирован_2;11;2900;227719;
обратно отсортирован_2;12;2900;269281;
обратно отсортирован_2;0;3000;16819234;
обратно отсортирован_2;1;3000;51353892;
обратно отсортирован_2;2;3000;13618;
обратно отсортирован_2;3;3000;58500113;
обратно отсортирован_2;4;3000;116808;
обратно отсортирован_2;5;3000;736996;
обратно отсортирован_2;6;3000;21979806;
обратно отсортирован_2;7;3000;327107;
обратно отсортирован_2;8;3000;28542846;
обратно отсортирован_2;9;3000;93962;
обратно отсортирован_2;10;3000;19059292;
обратно отсортирован_2;11;3000;227342;
обратно отсортирован_2;12;3000;290394;
обратно отсортирован_2;0;3100;18380480;
обратно отсортирован_2;1;3100;52601033;
обратно отсортирован_2;2;3100;11842;
обратно отсортирован_2;3;3100;60269572;
обратно отсортирован_2;4;3100;132563;
обратно отсортирован_2;5;3100;901215;
обратно отсортирован_2;6;3100;23779739;
обратно отсортирован_2;7;3100;334518;
обратно отсортирован_2;8;3100;31040623;
обратно отсортирован_2;9;3100;103404;
обратно отсортирован_2;10;3100;18926351;
обратно отсортирован_2;11;3100;241029;
обратно отсортирован_2;12;3100;286996;
обратно отсортирован_2;0;3200;19384927;
обратно отсортирован_2;1;3200;55455195;
обратно отсортирован_2;2;3200;11369;
обратно отсортирован_2;3;3200;63320668;
обратно отсортирован_2;4;3200;125941;
обратно отсортирован_2;5;3200;925196;
обратно отсортирован_2;6;3200;25374652;
обратно отсортирован_2;7;3200;368797;
обратно отсортирован_2;8;3200;32143585;
обратно отсортирован_2;9;3200;96823;
обратно отсортирован_2;10;3200;20215670;
обратно отсортирован_2;11;3200;216086;
обратно отсортирован_2;12;3200;340303;
обратно отсортирован_2;0;3300;20422276;
обратно отсортирован_2;1;3300;62620268;
обратно отсортирован_2;2;3300;11700;
обратно отсортирован_2;3;3300;68547385;
обратно отсортирован_2;4;3300;129281;
обратно отсортирован_2;5;3300;765851;
обратно отсортирован_2;6;3300;26824301;
обратно отсортирован_2;7;3300;346684;
обратно отсортирован_2;8;3300;34748954;
обратно отсортирован_2;9;3300;97690;
обратно отсортирован_2;10;3300;21752168;
обратно отсортирован_2;11;3300;257379;
обратно отсортирован_2;12;3300;317059;
обратно отсортирован_2;0;3400;21681109;
обратно отсортирован_2;1;3400;63092672;
обратно отсортирован_2;2;3400;14233;
обратно отсортирован_2;3;3400;72295125;
обратно отсортирован_2;4;3400;132571;
обратно отсортирован_2;5;3400;758280;
обратно отсортирован_2;6;3400;28717815;
обратно отсортирован_2;7;3400;585311;
обратно отсортирован_2;8;3400;37177749;
обратно отсортирован_2;9;3400;97758;
обратно отсортирован_2;10;3400;23254869;
обратно отсортирован_2;11;3400;418885;
обратно отсортирован_2;12;3400;318942;
обратно отсортирован_2;0;3500;23276499;
обратно отсортирован_2;1;3500;67101643;
обратно отсортирован_2;2;3500;13350;
обратно отсортирован_2;3;3500;76535981;
обратно отсортирован_2;4;3500;212724;
обратно отсортирован_2;5;3500;873804;
обратно отсортирован_2;6;3500;29982945;
обратно отсортирован_2;7;3500;380301;
обратно отсортирован_2;8;3500;39488691;
обратно отсортирован_2;9;3500;103870;
обратно отсортирован_2;10;3500;24177476;
обратно отсортирован_2;11;3500;436313;
обратно отсортирован_2;12;3500;337254;
обратно отсортирован_2;0;3600;24477173;
обратно отсортирован_2;1;3600;71217648;
обратно отсортирован_2;2;3600;13664;
обратно отсортирован_2;3;3600;81475549;
обратно отсортирован_2;4;3600;143133;
обратно отсортирован_2;5;3600;1027554;
обратно отсортирован_2;6;3600;31956676;
обратно отсортирован_2;7;3600;485054;
обратно отсортирован_2;8;3600;41883457;
обратно отсортирован_2;9;3600;107478;
обратно отсортирован_2;10;3600;25551611;
обратно отсортирован_2;11;3600;495003;
обратно отсортирован_2;12;3600;339094;
обратно отсортирован_2;0;3700;25817944;
обратно отсортирован_2;1;3700;75328979;
обратно отсортирован_2;2;3700;13406;
обратно отсортирован_2;3;3700;86978536;
обратно отсортирован_2;4;3700;157644;
обратно отсортирован_2;5;3700;897107;
обратно отсортирован_2;6;3700;33820007;
обратно отсортирован_2;7;3700;400866;
обратно отсортирован_2;8;3700;45740818;
обратно отсортирован_2;9;3700;126805;
обратно отсортирован_2;10;3700;27872641;
обратно отсортирован_2;11;3700;295865;
обратно отсортирован_2;12;3700;356162;
обратно отсортирован_2;0;3800;26660243;
обратно отсортирован_2;1;3800;79150485;
обратно отсортирован_2;2;3800;21619;
обратно отсортирован_2;3;3800;92032084;
обратно отсортирован_2;4;3800;155253;
обратно отсортирован_2;5;3800;851176;
обратно отсортирован_2;6;3800;35442317;
обратно отсортирован_2;7;3800;420145;
обратно отсортирован_2;8;3800;46463690;
обратно отсортирован_2;9;3800;108777;
обратно отсортирован_2;10;3800;29059013;
обратно отсортирован_2;11;3800;300366;
обратно отсортирован_2;12;3800;364525;
обратно отсортирован_2;0;3900;28242463;
обратно отсортирован_2;1;3900;82836375;
обратно отсортирован_2;2;3900;16281;
обратно отсортирован_2;3;3900;96425767;
обратно отсортирован_2;4;3900;153440;
обратно отсортирован_2;5;3900;905138;
обратно отсортирован_2;6;3900;36784157;
обратно отсортирован_2;7;3900;410986;
обратно отсортирован_2;8;3900;49503293;
обратно отсортирован_2;9;3900;117290;
обратно отсортирован_2;10;3900;30278908;
обратно отсортирован_2;11;3900;306798;
обратно отсортирован_2;12;3900;406969;
обратно отсортирован_2;0;4000;30121947;
обратно отсортирован_2;1;4000;87791178;
обратно отсортирован_2;2;4000;15066;
обратно отсортирован_2;3;4000;99276054;
обратно отсортирован_2;4;4000;156072;
обратно отсортирован_2;5;4000;903341;
обратно отсортирован_2;6;4000;39248000;
обратно отсортирован_2;7;4000;461872;
обратно отсортирован_2;8;4000;50889365;
обратно отсортирован_2;9;4000;115765;
обратно отсортирован_2;10;4000;31735779;
обратно отсортирован_2;11;4000;316707;
обратно отсортирован_2;12;4000;640280;
обратно отсортирован_2;0;4100;30707046;
обратно отсортирован_2;1;4100;91906282;
обратно отсортирован_2;2;4100;14600;
обратно отсортирован_2;3;4100;106823049;
обратно отсортирован_2;4;4100;160952;
обратно отсортирован_2;5;4100;965138;
обратно отсортирован_2;6;4100;40544316;
обратно отсортирован_2;7;4100;488151;
обратно отсортирован_2;8;4100;54388791;
обратно отсортирован_2;9;4100;120254;
обратно отсортирован_2;10;4100;33634382;
обратно отсортирован_2;11;4100;403734;
обратно отсортирован_2;12;4100;609406;
